movie,year,imdb,metascore,votes,description
Happy Feet,(2006),6.4,77        ,185088,"
Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,66        ,184234,"
Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
Over the Hedge,(2006),6.7,67        ,174526,"
A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself."
The Hills Have Eyes,(2006),6.4,52        ,170823,"
A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization."
Idiocracy,(2006),6.5,66        ,162649,"
Private Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive."
Letters from Iwo Jima,(2006),7.9,89        ,162532,"
The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
She's the Man,(2006),6.3,45        ,158922,"
When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
No Country for Old Men,(2007),8.2,92        ,956744,"
Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande."
I Am Legend,(2007),7.2,65        ,748724,"
Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
Ratatouille,(2007),8.1,96        ,721859,"
A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant."
Pirates of the Caribbean: At World's End,(2007),7.1,50        ,645405,"
Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle."
Transformers,(2007),7.0,61        ,633219,"
An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
The Bourne Ultimatum,(2007),8.0,85        ,631916,"
Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer."
Into the Wild,(2007),8.1,73        ,618533,"
After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
Spider-Man 3,(2007),6.2,59        ,583418,"
A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge."
There Will Be Blood,(2007),8.2,93        ,579094,"
A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
Superbad,(2007),7.6,76        ,573212,"
Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry."
Harry Potter and the Order of the Phoenix,(2007),7.5,71        ,572851,"
With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
Zodiac,(2007),7.7,78        ,533629,"
Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
Juno,(2007),7.5,81        ,519995,"
Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding the unborn child."
Hot Fuzz,(2007),7.8,81        ,501636,"
A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town."
American Gangster,(2007),7.8,76        ,423935,"
An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
Live Free or Die Hard,(2007),7.1,69        ,405024,"
John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C."
Knocked Up,(2007),6.9,85        ,368675,"
For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
Sweeney Todd: The Demon Barber of Fleet Street,(2007),7.3,83        ,366857,"
The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett."
Ocean's Thirteen,(2007),6.9,62        ,344907,"
Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff."
Shooter,(I) (2007),7.2,53        ,332495,"
A marksman living in exile is coaxed back into action after hearing of a plot to kill the President. After being-double crossed for the attempt and on the run, he sets out for the real killer and the truth."
The Simpsons Movie,(2007),7.3,80        ,328676,"
After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives."
3:10 to Yuma,(2007),7.7,76        ,310030,"
A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher."
The Mist,(2007),7.1,58        ,307580,"
A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
Shrek the Third,(2007),6.1,58        ,304691,"
Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming."
Atonement,(2007),7.8,85        ,276153,"
Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit."
28 Weeks Later,(2007),6.9,78        ,275188,"
Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan."
1408,(2007),6.8,64        ,272369,"
A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
Stardust,(2007),7.6,66        ,271555,"
In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
Gone Baby Gone,(2007),7.6,72        ,271369,"
Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
Fantastic Four: Rise of the Silver Surfer,(2007),5.6,45        ,265099,"
The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus."
