movie,year,imdb,metascore,votes,description
The Fast and the Furious,2001,6.8,58,382895,"
Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy."
The Others,2001,7.6,74,363911,"
A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted."
Mulholland Drive,2001,7.9,85,352174,"
After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
Pearl Harbor,2001,6.2,44,331346,"
A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941."
The Mummy Returns,2001,6.4,48,322728,"
The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
Jurassic Park III,2001,5.9,42,321016,"
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."
A.I. Artificial Intelligence,2001,7.2,65,306584,"
A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
The Royal Tenenbaums,2001,7.6,76,290694,"
The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons."
Moulin Rouge!,2001,7.6,66,283937,"
A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke."
Hannibal,2001,6.8,57,273647,"
Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim."
Vanilla Sky,2001,6.9,45,265139,"
A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover."
Zoolander,2001,6.5,61,264100,"
At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia."
Enemy at the Gates,2001,7.6,53,261116,"
A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad."
Blow,2001,7.5,52,259728,"
The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
American Pie 2,2001,6.4,43,254994,"
Jim and his friends are now in college, and they decide to meet up at the beach house for some fun."
Bridget Jones's Diary,2001,6.7,66,243014,"
Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary."
Planet of the Apes,2001,5.7,50,219713,"
In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
Rush Hour 2,2001,6.6,48,218444,"
Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
Legally Blonde,2001,6.4,59,215634,"
Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks."
Lara Croft: Tomb Raider,2001,5.7,33,209148,"
Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts."
Swordfish,2001,6.5,32,187314,"
A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
A Knight's Tale,2001,6.9,56,186075,"
After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight."
K-PAX,2001,7.4,49,183991,"
PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations."
Scary Movie 2,2001,5.3,29,161371,"
Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project."
Spy Game,2001,7.0,63,157020,"
Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors."
From Hell,2001,6.7,54,155451,"
In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper."
Jay and Silent Bob Strike Back,2001,6.8,51,154883,"
The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie."
I Am Sam,2001,7.6,28,150049,"
A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family."
The Princess Diaries,2001,6.3,52,144520,"
Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
Shallow Hal,2001,6.0,48,134366,"
A shallow man falls in love with a 300-pound woman because of her inner beauty."
Evolution,2001,6.1,40,129099,"
A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
The Score,2001,6.8,71,128017,"
An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist."
Jeepers Creepers,2001,6.2,49,126785,"
A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree."
Y tu mamá también,2001,7.7,88,122754,"
In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1827268,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron."
A Beautiful Mind,2001,8.2,72,922284,"
After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
"Monsters, Inc.",2001,8.1,79,897289,"
In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
Donnie Darko,2001,8.0,88,792745,"
After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
Harry Potter and the Sorcerer's Stone,2001,7.6,65,764435,"
An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
Amélie,2001,8.3,69,750359,"
Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
Spirited Away,2001,8.6,96,747584,"
During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
Shrek,2001,7.9,84,668413,"
A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
Ocean's Eleven,2001,7.7,74,567231,"
Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously."
Training Day,2001,7.7,69,431631,"
A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be."
Black Hawk Down,2001,7.7,74,393745,"
The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis."
The Fast and the Furious,2001,6.8,58,382895,"
Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy."
The Others,2001,7.6,74,363911,"
A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted."
Mulholland Drive,2001,7.9,85,352174,"
After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
