rating,comment
5.0,"Wonderful course Minerva, I feel like this was a very good course. The explanations were well detailed for anyone looking to learn Text Mining and Natural Language Processing in R. Thanks You"
5.0,"I think that the course is getting more interesting, I really enjoyed the course and will register many more courses from Minerva. I have done lots of exercises, still improving every day!"
5.0,It's a great refresher course for me with new and detailed specific instructions as to what each subject is used for with clarity. Happy learning With Minerva
5.0,It is practical course. I learned a lot from this course. I got to know how to do Text Mining and Natural Language Processing with R from this course. Thanks A  lot Minerva
3.0,"Haven't really seen enough, but quality could be better."
5.0,"I never had an online course where I learn and understood more content per video. I tried many courses, but this is different. I strongly recommend it."
5.0,The instructor is teaching in a very lucid way with a lot of examples and covering a huge area. It’s really Awesome
5.0,I really enjoy it. Very hands on and what I learned I could immediately transfer to my daily job. Thank You so much Minerva Singh
5.0,Fantastic course! Minerva has a very engaging manner of teaching and the course content is very helpful .
4.0,Procede per gradi senza dare per scontate conoscenze pregresse
5.0,"oui , c'est bien expliqué !!!"
3.5,good
5.0,Informative
5.0,Informative
5.0,"In this course, I'm learning many new things."
5.0,Excellent course. Really enjoyed taking this and through your courses my R knowledge is the best in my company.
4.5,A wide range of information!!!
5.0,I reckon that she went a little fast for absolute beginners but I'm good.
5.0,Really easy to follow along. Clear and easy to understand.
5.0,"Thank you Dr Minerva for all your efforts on this topics , you are the best !"
5.0,Yes.. it's easy to understand the content and follow the instruction given by example.
4.0,Will be able to comment on this at least half way through
5.0,"Again, great course, thanks Minerva!!!"
5.0,I think this course is well designed. Most of resource of Text Mining is useful
5.0,I started like a beginner and now I feel more confident.
5.0,Great analysis
5.0,Certainly something that anybody can follow and apply step by step.
5.0,Very hands-on
5.0,It is really more and more helpful for me. I can learn a lot of things about R.
5.0,"I really love the approach, very friendly and easy to follow. its great course. I recommend this course."
5.0,This is a course I will be using for work .
5.0,It was very good experience and opened myself to a new world of R.
5.0,Extremely knowledgeable!
5.0,very good stuff to understand the core subject.
5.0,This is one of the best instructors on Machine Learning in Udemy.  You learn a lot with her very comprehensive courses.  Highly recommended.
5.0,To the point en helder
5.0,This is an excellent course and highly recommended !!!!
5.0,Well done! Loving the structure of the course.
5.0,"She explain well so far, I have more to learn."
5.0,Good
5.0,"So far, so good !! A good mix of theory and practice."
5.0,I'm at the mid part. Till now It's amazing
5.0,Yes
5.0,Amazing learning Experience. I learnt more here rather than some books that i bought.
5.0,Overall a very useful course and important topics to know.
5.0,"Very good course for becoming a advanced R text, good presentation, course not complete yet, but a lot to gain.."
2.0,not much impressing
5.0,Awesome course with a really motivated teacher.
5.0,Very good intuitional course about text mining in R and main approaches .
4.0,Seems exciting so far.
4.0,Basic concepts so far
5.0,Good
5.0,good
5.0,XLNT
1.0,No response to messages. Incomplete materials received.
1.0,I can't download the file reviews from Amazon.  Please I'd like some help. Thank you.  There is no code available for the sessions about LDA and others.  There are only for the first sections.
4.5,"EL curso es bueno, sin embargo, recomendaría realizar este curso en varias partes (II,III, IV, etc), sobre todo en que pudieran existir mas ejercicios para práctica. Por otro lado, ninguno de los recursos habilitados .zip me abrieron ."
5.0,Very Nice course...Well Explained....Please upload nlp using R..It would be very help for us....
5.0,Very Informative with R codes and good Explanation.... With R codes i will give 5 star rating..
1.5,"This course is unstructured, parts seem to be copy pasted from other courses or presentations. Parts covering r code seem to be badly prepared (unexpected errors when running)."
3.0,Course is generally nice but its audio quality is poor. In some sections there is background traffic noise in the audio which is disturbing
2.0,The overall info on Text Search is well done and easy to follow. 
3.5,Didnt actually cover the bonus lectures well. The R part of it was not highlighted greatly.
5.0,Good Content.....Please do upload advance concepts too
5.0,"Interesting concepts...Nicely explained,,"
3.0,"Very superficial so far, no clear examples with codes."
3.0,Unnecessarily Verbose!
1.0,"It's very disappointing to say that the instructor has copy pasted from some of his lectures and created this course which are not in sync. The course starts with introductory concepts on text mining but doesn't translates well into the practical use of the concepts in R as is mentioned in the course title. The instructor explains in the course - what is a package and how it is installed or loaded, how to include comments using ""#"" in R-code but didn't take the effort to explain the code structure. He simple runs the code and says it is available for download with the course. To put it in simple words, my objective of joining this course wasn't to get a code file, instead I have come here to learn how I can write my own code and perform analysis which was not at all discussed in the course (except for extracting tweets and reviews from Amazon)."
4.5,The instructor explained the subject matter well.  I was looking for more R code and exercises to strengthen my R skills.
5.0,Explained very well..... Interesting course..
3.5,"The presentation could be improved further; I have taken a couple of courses with Kirill Eremenko, and I like his style of presentation, so maybe I am being biase, but I still think there's more room for improvement. Thank you."
3.0,very basic level info and not worth the price.
3.0,Para quién no conoce R se hace difícil. Hay elementos que no logran explicarse con detalle.
5.0,Good Course.... Excellent explanation
4.0,Concepts have been explained very well.
5.0,Nice Tutorial....very well explained..
5.0,Nice Content very well explained....
1.0,explanations are superficial.  Code is incomplete and doesn't work.   Hard to understand.   Not a good course.
4.5,Its been good session so far on Text mining for word cloud and Twitter extraction
5.0,"I like this course, Learned a lot of experience from this course"
5.0,Useful and interesting concepts...Please upload nlp too
3.5,The coding scripts should have been embedded into the slides.
5.0,Interesting Course....
0.5,It doesn't appear that all the R-code examples were provided.
4.5,Coding part was bit difficult to understand
5.0,"Nice course, very well explained.."
5.0,Excellent course...Please do NLP it would be very helpfulfor us
3.5,The background noise was a little disturbing
5.0,nice course......Good content ...Please do add NLP sessions too
4.5,the lecture is very clear and easy to follow the subject
5.0,Good Course
5.0,Interesting concept...
4.0,Thank you for a great introduction!
5.0,Quite detailed and descriptive course..
5.0,Excellent course
5.0,Quality content...
5.0,"Si, fue una una buena elección"
5.0,Falta mais exemplos.
5.0,Nice explanation....
1.0,poorly explained
5.0,The Video Session of  Text Analytics / Text Mining using R  is  very useful and strongly recommend  everyone to go through this session .
5.0,"Yes,it is very useful for me.By this course i gained some knowledge"
1.5,Sound is very unclear
5.0,seems good content
5.0,nicely explained...
5.0,Its Good and by going through introduction I think we can learn lot abt text analytics
5.0,Very Interesting topic....Please upload videos on NLP too....
5.0,The video is informative and explanation is very good
5.0,yes
2.5,Audio quality is pretty poor
2.0,"too generic, and seems boring"
5.0,It's good
5.0,Excellent and Knowledgeable Faculty. Well designed course content with ease to understand !!!
5.0,Its good
4.5,Way of teaching is good
5.0,Great presentation style and informative course.
5.0,Informative.
5.0,"Right balance of theory and handson maintained, with easy to follow notebook"
5.0,Amazing Explanation to every minute details
4.5,"I'm doing my graduation and was finding it difficult to do my project related to sentiment analysis. With this course, which came in handy, I understood all the concepts clearly and applied them in my final year project. Thank you so much for such unique and easy explained lessons and lectures."
5.0,"Benjamin, I must say this is one of the best online courses I have taken. You have broken down the training into easy to follow with explanations that many other instructors may not be as thorough as you did. I truly enjoy this course very much."
4.0,"It's useful for how to create basic sentiment analaysis things, but it can improve adding more exercises and more detail information. I expect next course :)"
1.0,The course barely had anything useful for me as a beginner in sentiment analysis. I expected a breakdown of sentiment analysis plus a project i could use as a blue print when working on other sentiment analysis projects. Waste of my money
4.5,"A good but fairly superficial use of a wide variety of concepts in NLP - can't say that I actually understand them. Also, I expected to apply by actually connecting to the Twitter API."
2.5,He explains superficially how to do things like lemmatize...
5.0,"the step by step is easy to follow, and it'd e great if can have a transcript."
3.0,"The course works with already labeled data (negative, positive). We do not learn how to label data and without that knowledge you cannot do proper sentiment analysis."
5.0,Feel really good and helpful!
3.5,"Straight forward and to the point material. The right balance of theory vs coding. Got me started with the basics of word tokenization and sentiment analysis, which is why I wanted this course in the first place. Good for Beginners."
4.5,"So far not sure, but the presenter is convincing"
5.0,It was a good match and he articulated very well when explaining text and text mining.
5.0,"Very good, short course which covers all important topics in just 2.5 h!"
4.0,Good introduction on the background of text analytics and its applications
5.0,"As a social scientist, I was interested in using python for discourse analysis – the course is clearly structured and focuses on providing a hands-on insight into NLP with lots of great insights, tricks and visualizations …"
3.5,Time has not come yet to comment.
5.0,introduction can be shorter
4.0,Still introduction
3.0,Technically it is definitely good match and content is satisfying but i can barely understand the representer because of his accent.
4.0,The course is great and the content is concise and easy to understand.
5.0,great
3.5,"Rationale behind each step is well explained, as well as the function of the code. Short and practical."
5.0,clearly explained
4.0,I was a great learning experience. I learn alot about Natural Language Processing. I have to wheel it over again as it was alot of innformation given in a short time!
3.5,good
4.5,comprehensive lectures
4.0,Good informative session for beginners
5.0,"Great course, it is simple and straightforward"
4.5,The course was very hands-on and the teacher is very knowledgeable and helpful. My understanding of NLP and SA grew significantly thanks to the course.
5.0,"The course was  very good and gave me way much more clarity about how sentiment analysis works. Had a few unclear things at first in my first review but I really appreciated the instructur taking the time to reply and offering to answer my question and to be honest I find this pretty amazing (upgrading to 5 starts :d).  All theoretical concepts were very well explained. Thank you so much, this really helped me with my dissertation"
5.0,"I was really impressed by the way the course is organised. There are code challenges, it doesn't get too in depth with theory. It's enough to make you understand the general idea and feel like the code it's valuable. Thank you for the great work! I'll follow you for more."
4.5,"An excellent course and a great task-oriented introduction to NLP. Rather than just walking through a single example in a ""do this then do that"", the instructor provided explanations that were simple but not simplistic. I would have given it five stars except that the CountVector model did not converge."
5.0,"Just the nice amount of explanation, and excellent practical for quick dive in text mining"
5.0,This course will surely help us to do a project like this.
5.0,The course is a great to the point explanation and application of the key points
4.0,I like the course. It explains things very well
5.0,Text Mining is a good match
5.0,"Thanks a lot for the excellent course. Everything is explained step by step to reach the final model, and is very beginner friendly. Liked the combination of theory and practice lessons."
5.0,Very interesting to discover real application of Artificial Intelligence. Course is very focused on sentiment analysis and how to reach it by applying artificial intelligence. Would be curious to know a bit more about other models than the one used in the course.
5.0,"Great course to start with machine learning and nlp. Didn't have a lot of experience before (no math background) but everything is presented in the course so no one gets lost. Was able to follow from start to end, so very happy of my choice. "
5.0,Very complete course content.
5.0,"Very clear course on sentiment analysis. Objective was to build a machine learning model to analyze tweets, and I can say I can do it now. Definitely recommend the course to anyone interested to discover the subject."
5.0,Everything is as described in the preview. 
5.0,"Topic of the course is very well covered. Go for it if you liked what you see in the course preview, 99% what you'll find inside."
5.0,Very interesting course on sentiment analysis. 
5.0,"Really enjoyed following the course. Was afraid of complex maths but everything went smooth, while a bit quick at some times."
5.0,Happy of my choice! Gave me a first introduction to text mining and machine learning. Curious to know more.
5.0,Great start! 
5.0,Very interested in the subject and I must say this course fully match my expectations. Will try to use it with new data and see what's coming out! Thanks a lot :)
5.0,Jusqu'ici très intéressant
5.0,Very well organized!
5.0,Great course on Text Mining! Was totally newbie before joining the course and I must say I learned quite a lot of useful things. Think there are ways to extend the course so waiting for it ;)
5.0,Super experience. Everything is covered in the course to completely understand text mining and how it can be applied to sentiment analysis. 
5.0,Very happy I took this course. Will update my review at the end of the course.
1.0,Why the instructor can't speak normally? It's not always required to be fashionable while teaching. Literally bad experience.
5.0,Amazing course on the subject. Fast and straight to the point!
5.0,Very comprehensive! 
5.0,Many thanks to the instructor!
4.0,Good match for me. Found exactly what was mentionned in the course preview!
5.0,Very clear course on sentiment. Glad I take it.
5.0,Very great start! Nicely teached and interesting content.
5.0,Great course! Thanks!
5.0,Great! thanks
5.0,Great content!
5.0,Perfect!
5.0,Very great!
